76.1531 	EXP 	fixation: autoDraw = True
76.6535 	INFO 	Keyboard events cleared
76.6531 	EXP 	fixation: autoDraw = False
76.6531 	EXP 	grating: autoDraw = True
76.9541 	EXP 	grating: autoDraw = False
76.9629 	DATA 	Keypress: right
76.9701 	EXP 	fixation: autoDraw = False
76.9701 	EXP 	grating: autoDraw = False
76.9701 	EXP 	grating: ori = -18.5
76.9701 	EXP 	fixation: autoDraw = True
77.4714 	INFO 	Keyboard events cleared
77.4707 	EXP 	fixation: autoDraw = False
77.4707 	EXP 	grating: autoDraw = True
77.7709 	EXP 	grating: autoDraw = False
78.1801 	DATA 	Keypress: left
78.1871 	EXP 	fixation: autoDraw = False
78.1871 	EXP 	grating: autoDraw = False
78.1910 	EXP 	adaptive_staircase: status = STOPPED
78.2172 	INFO 	saved data to 'C:\\Users\\SUHANI PANDYA\\OneDrive\\Lab In Psychology\\data/537714_adaptive_staircase_2024-09-06_11h42.22.778.csv'
78.2183 	INFO 	saved data to C:\Users\SUHANI PANDYA\OneDrive\Lab In Psychology\data/537714_adaptive_staircase_2024-09-06_11h42.22.778.psydat
78.3062 	EXP 	window1: mouseVisible = True
78.5861 	DEBUG 	Saving data for adaptive_staircase ExperimentHandler
